serial_name,gunpla_id,model_id,part_types,parts_count,primary_ch_archive,has_ch_archive,ch_archives,source_tables
XM-X2,12308,11158,short_weapon,4,,no,,table_short_weapon.etws
XM-X2,12308,11518,short_weapon,4,,no,,table_short_weapon.etws
XM-X2,12308,12125,shield,4,ch/12125.arc,yes,ch/12125.arc; ch/12125_mot.arc; ch/12125_vfx.arc,table_shield.ets
ZGMF-X31S,12282,12282,head; body; arms; legs; backpack,10,ch/12282.arc,yes,ch/12282.arc; ch/12282_mot.arc; ch/12282_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X31S,12282,11517,short_weapon,2,,no,,table_short_weapon.etws
MBF-P02,19004,11200,head; body; arms; legs; backpack,5,ch/11200.arc,yes,ch/11200.arc; ch/11200_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RX-80PR,19005,10041,head; body; arms; legs; backpack,5,ch/10041.arc,yes,ch/10041.arc; ch/10041_mot.arc; ch/10041_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GAT-X102,19006,11108,body; arms; legs; backpack,4,ch/11108.arc,yes,ch/11108.arc; ch/11108_mot.arc; ch/11108_vfx.arc,table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GAT-X102,19006,11107,head,1,ch/11107.arc,yes,ch/11107.arc; ch/11107_vfx.arc,table_head.eth
RX-78GP01Fb,19007,10006,body; arms; legs; backpack,4,ch/10006.arc,yes,ch/10006.arc; ch/10006_mot.arc; ch/10006_vfx.arc,table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RX-78GP01Fb,19007,10005,head,1,ch/10005.arc,yes,ch/10005.arc; ch/10005_vfx.arc,table_head.eth
NRX-0013,19008,10903,head; body; arms; legs; backpack,5,ch/10903.arc,yes,ch/10903.arc; ch/10903_mot.arc; ch/10903_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
OZ-00MS,19009,10812,head; body; arms; legs; backpack,5,ch/10812.arc,yes,ch/10812.arc; ch/10812_mot.arc; ch/10812_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
OZ-00MS,19009,11002,shield,1,,no,,table_shield.ets
LM312V04,19010,10600,head; body; legs; backpack,4,ch/10600.arc,yes,ch/10600.arc; ch/10600_vfx.arc,table_head.eth; table_body.etb; table_leg.etl; table_backpack.etbp
LM312V04,19010,19405,arms,1,ch/19405.arc,yes,ch/19405.arc; ch/19405_vfx.arc,table_arms.eta
LM312V04,19010,12206,shield,1,ch/12206.arc,yes,ch/12206.arc; ch/12206_mot.arc; ch/12206_vfx.arc,table_shield.ets
MSAM-033,12332,12332,head; body; arms; legs; backpack,5,ch/12332.arc,yes,ch/12332.arc; ch/12332_mot.arc; ch/12332_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MSAM-033,12332,10806,long_weapon,1,ch/10806.arc,yes,ch/10806.arc; ch/10806_mot.arc; ch/10806_vfx.arc,table_long_weapon.etwl
MSAM-033,12332,11716,short_weapon,1,,no,,table_short_weapon.etws
MSAM-033,12332,11717,short_weapon,1,,no,,table_short_weapon.etws
MSAM-033,12332,12293,shield,1,ch/12293.arc,yes,ch/12293.arc; ch/12293_mot.arc; ch/12293_vfx.arc,table_shield.ets
RX-93N04,12322,12322,head; body; arms; legs; backpack,10,ch/12322.arc,yes,ch/12322.arc; ch/12322_mot.arc; ch/12322_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RX-93N04,12322,10807,long_weapon,2,ch/10807.arc,yes,ch/10807.arc; ch/10807_mot.arc; ch/10807_vfx.arc,table_long_weapon.etwl
RX-93N04,12322,11718,short_weapon,2,,no,,table_short_weapon.etws
ZGMF-X24S,12272,12272,head; body; arms; legs; backpack,10,ch/12272.arc,yes,ch/12272.arc; ch/12272_mot.arc; ch/12272_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X24S,12272,10808,long_weapon,2,ch/10808.arc,yes,ch/10808.arc; ch/10808_mot.arc; ch/10808_vfx.arc,table_long_weapon.etwl
ZGMF-X24S,12272,11720,short_weapon,2,,no,,table_short_weapon.etws
ZGMF-X24S,12272,12288,shield,2,ch/12288.arc,yes,ch/12288.arc; ch/12288_mot.arc; ch/12288_vfx.arc,table_shield.ets
ASW-G-11,12334,12334,head; body; arms; legs; backpack,10,ch/12334.arc,yes,ch/12334.arc; ch/12334_mot.arc; ch/12334_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ASW-G-11,12334,10816,long_weapon,2,,no,,table_long_weapon.etwl
ASW-G-11,12334,12297,shield,2,,no,,table_shield.ets
AGE-2DH,11503,11503,head; body; arms; legs; backpack,10,ch/11503.arc,yes,ch/11503.arc; ch/11503_mot.arc; ch/11503_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
AGE-2DH,11503,10141,long_weapon,2,,no,,table_long_weapon.etwl
AGE-2DH,11503,11509,short_weapon,2,,no,,table_short_weapon.etws
AGE-3F,12135,12213,head; body,4,ch/12213.arc,yes,ch/12213.arc; ch/12213_mot.arc; ch/12213_vfx.arc,table_head.eth; table_body.etb
AGE-3F,12135,12135,arms; legs; backpack,6,ch/12135.arc,yes,ch/12135.arc; ch/12135_mot.arc; ch/12135_vfx.arc,table_arms.eta; table_leg.etl; table_backpack.etbp
AGE-3F,12135,11002,shield,2,,no,,table_shield.ets
F90S,12298,12298,head; body; arms; legs; backpack,10,ch/12298.arc,yes,ch/12298.arc; ch/12298_mot.arc; ch/12298_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
PPGN-001,12316,12316,head; body; arms; legs; backpack,20,ch/12316.arc,yes,ch/12316.arc; ch/12316_mot.arc; ch/12316_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
PPGN-001,12316,10809,long_weapon,4,ch/10809.arc,yes,ch/10809.arc; ch/10809_mot.arc; ch/10809_vfx.arc,table_long_weapon.etwl
PPGN-001,12316,11721,short_weapon,4,,no,,table_short_weapon.etws
PPGN-001,12316,12291,shield,4,ch/12291.arc,yes,ch/12291.arc; ch/12291_mot.arc; ch/12291_vfx.arc,table_shield.ets
MSN-001X,12312,12312,head; body; arms; legs; backpack,10,ch/12312.arc,yes,ch/12312.arc; ch/12312_mot.arc; ch/12312_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MSN-001X,12312,10810,long_weapon,2,ch/10810.arc,yes,ch/10810.arc; ch/10810_mot.arc; ch/10810_vfx.arc,table_long_weapon.etwl
MSN-001X,12312,12290,shield,2,,no,,table_shield.ets
ASW-G-64,12333,12333,head; body; arms; legs; backpack,20,ch/12333.arc,yes,ch/12333.arc; ch/12333_mot.arc; ch/12333_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ASW-G-64,12333,10811,long_weapon,4,ch/10811.arc,yes,ch/10811.arc; ch/10811_mot.arc; ch/10811_vfx.arc,table_long_weapon.etwl
ASW-G-64,12333,11722,short_weapon,4,,no,,table_short_weapon.etws
EB-06,12283,12283,head; body; arms; legs,8,ch/12283.arc,yes,ch/12283.arc; ch/12283_mot.arc; ch/12283_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl
EB-06,12283,10823,long_weapon,2,,no,,table_long_weapon.etwl
EB-06,12283,10824,long_weapon,2,,no,,table_long_weapon.etwl
EB-06,12283,11733,short_weapon,2,,no,,table_short_weapon.etws
PPMS-18E,12335,12335,head; body; arms; legs; backpack,20,ch/12335.arc,yes,ch/12335.arc; ch/12335_mot.arc; ch/12335_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
PPMS-18E,12335,10818,long_weapon,4,,no,,table_long_weapon.etwl
PPMS-18E,12335,10819,long_weapon,4,,no,,table_long_weapon.etwl
PPMS-18E,12335,10820,long_weapon,4,,no,,table_long_weapon.etwl
PPMS-18E,12335,11728,short_weapon,4,,no,,table_short_weapon.etws
PPMS-18E,12335,11729,short_weapon,4,,no,,table_short_weapon.etws
AMX-011S,12318,12318,head; body; arms; legs; backpack,10,ch/12318.arc,yes,ch/12318.arc; ch/12318_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
AMX-011S,12318,10812,long_weapon,2,ch/10812.arc,yes,ch/10812.arc; ch/10812_mot.arc; ch/10812_vfx.arc,table_long_weapon.etwl
AMX-011S,12318,11723,short_weapon,2,,no,,table_short_weapon.etws
GAT-X105B/ST,12331,12331,head; body; arms; legs; backpack,20,ch/12331.arc,yes,ch/12331.arc; ch/12331_mot.arc; ch/12331_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GAT-X105B/ST,12331,10813,long_weapon,4,ch/10813.arc,yes,ch/10813.arc; ch/10813_mot.arc; ch/10813_vfx.arc,table_long_weapon.etwl
GAT-X105B/ST,12331,11724,short_weapon,4,,no,,table_short_weapon.etws
GAT-X105B/ST,12331,12292,shield,4,ch/12292.arc,yes,ch/12292.arc; ch/12292_vfx.arc,table_shield.ets
ZGMF-X23S,12337,12337,head; body; arms; legs; backpack,10,ch/12337.arc,yes,ch/12337.arc; ch/12337_mot.arc; ch/12337_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X23S,12337,10821,long_weapon,2,,no,,table_long_weapon.etwl
ZGMF-X23S,12337,11730,short_weapon,2,,no,,table_short_weapon.etws
ZGMF-X23S,12337,12294,shield,2,ch/12294.arc,yes,ch/12294.arc; ch/12294_mot.arc; ch/12294_vfx.arc,table_shield.ets
NK-13J,12336,12336,head; body; arms; legs; backpack,20,ch/12336.arc,yes,ch/12336.arc; ch/12336_mot.arc; ch/12336_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
YMF-X000A,12269,12269,head; body; arms; legs; backpack,10,ch/12269.arc,yes,ch/12269.arc; ch/12269_mot.arc; ch/12269_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
YMF-X000A,12269,10822,long_weapon,2,,no,,table_long_weapon.etwl
YMF-X000A,12269,12295,shield,2,ch/12295.arc,yes,ch/12295.arc; ch/12295_mot.arc; ch/12295_vfx.arc,table_shield.ets
xvb-xd,12330,12330,head; body; arms; legs; backpack,20,ch/12330.arc,yes,ch/12330.arc; ch/12330_mot.arc; ch/12330_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GF13-013NR,12271,12271,head; body; arms; legs; backpack,10,ch/12271.arc,yes,ch/12271.arc; ch/12271_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
PMX-000,12338,12338,head; body; arms; legs; backpack,10,ch/12338.arc,yes,ch/12338.arc; ch/12338_mot.arc; ch/12338_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
PMX-000,12338,11731,short_weapon,2,,no,,table_short_weapon.etws
PMX-000,12338,11002,shield,2,,no,,table_shield.ets
CB-0000G/C,12294,12294,head; body; arms; legs; backpack,20,ch/12294.arc,yes,ch/12294.arc; ch/12294_mot.arc; ch/12294_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
CB-0000G/C,12294,10815,long_weapon,4,,no,,table_long_weapon.etwl
CB-0000G/C,12294,11726,short_weapon,4,,no,,table_short_weapon.etws
CB-0000G/C,12294,12289,shield,4,ch/12289.arc,yes,ch/12289.arc; ch/12289_mot.arc; ch/12289_vfx.arc,table_shield.ets
MUSHA VICTORY,33008,33008,head; body; arms; legs; backpack,10,ch/33008.arc,yes,ch/33008.arc; ch/33008_mot.arc; ch/33008_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MUSHA VICTORY,33008,30301,long_weapon,2,,no,,table_long_weapon.etwl
MUSHA VICTORY,33008,31107,short_weapon,2,,no,,table_short_weapon.etws
MUSHA VICTORY,33008,31112,short_weapon,1,,no,,table_short_weapon.etws
MUSHA VICTORY,33008,32003,shield,2,,no,,table_shield.ets
ZERO GUNDAM,33002,33002,head; body; arms; legs; backpack,10,ch/33002.arc,yes,ch/33002.arc; ch/33002_mot.arc; ch/33002_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZERO GUNDAM,33002,31200,short_weapon,2,,no,,table_short_weapon.etws
STRIKE LIUBEI <FEED>GUNDAM,33010,33010,head; body; arms; legs; backpack,5,ch/33010.arc,yes,ch/33010.arc; ch/33010_mot.arc; ch/33010_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
STRIKE LIUBEI <FEED>GUNDAM,33010,30302,long_weapon,1,,no,,table_long_weapon.etwl
STRIKE LIUBEI <FEED>GUNDAM,33010,31400,short_weapon,1,,no,,table_short_weapon.etws
Triumpher,12343,12221,head; body; backpack,3,ch/12221.arc,yes,ch/12221.arc; ch/12221_mot.arc; ch/12221_vfx.arc,table_head.eth; table_body.etb; table_backpack.etbp
Triumpher,12343,10006,arms; legs,2,ch/10006.arc,yes,ch/10006.arc; ch/10006_mot.arc; ch/10006_vfx.arc,table_arms.eta; table_leg.etl
Triumpher,12343,10180,long_weapon,2,,no,,table_long_weapon.etwl
Triumpher,12343,11132,short_weapon,2,,no,,table_short_weapon.etws
Triumpher,12343,12131,shield,1,,no,,table_shield.ets
MSN-06S,11607,11607,head; body; arms; legs; backpack,20,ch/11607.arc,yes,ch/11607.arc; ch/11607_mot.arc; ch/11607_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MSN-06S,11607,10156,long_weapon,4,,no,,table_long_weapon.etwl
MSN-06S,11607,11305,short_weapon,4,,no,,table_short_weapon.etws
MSN-06S,11607,11712,short_weapon,4,,no,,table_short_weapon.etws
MSN-06S,11607,12110,shield,4,ch/12110.arc,yes,ch/12110.arc; ch/12110_mot.arc; ch/12110_vfx.arc,table_shield.ets
MS-06R-AB,12300,12300,head; body; arms; legs; backpack,10,ch/12300.arc,yes,ch/12300.arc; ch/12300_mot.arc; ch/12300_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MS-06R-AB,12300,10828,long_weapon,2,,no,,table_long_weapon.etwl
MS-06R-AB,12300,11739,short_weapon,2,,no,,table_short_weapon.etws
EB-08jjc,12326,12326,head; body; arms; legs; backpack,10,ch/12326.arc,yes,ch/12326.arc; ch/12326_mot.arc; ch/12326_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
EB-AX2,12328,12328,head; body; arms; legs; backpack,10,ch/12328.arc,yes,ch/12328.arc; ch/12328_mot.arc; ch/12328_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
EB-AX2,12328,11741,short_weapon,2,,no,,table_short_weapon.etws
GNMS-XCVII,12374,12374,head; body; arms; legs; backpack,10,ch/12374.arc,yes,ch/12374.arc; ch/12374_mot.arc; ch/12374_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
GNMS-XCVII,12374,10829,long_weapon,2,,no,,table_long_weapon.etwl
GNMS-XCVII,12374,11742,short_weapon,2,,no,,table_short_weapon.etws
EXTREME GUNDAM,12345,12345,head; body; arms; legs; backpack,10,ch/12345.arc,yes,ch/12345.arc; ch/12345_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
EXTREME GUNDAM,12345,10830,long_weapon,2,,no,,table_long_weapon.etwl
EXTREME GUNDAM,12345,11743,short_weapon,2,,no,,table_short_weapon.etws
EXTREME GUNDAM,12345,12230,shield,2,,no,,table_shield.ets
EXTREME GUNDAM<FEED>(type-LEOS),12346,12346,body,1,ch/12346.arc,yes,ch/12346.arc; ch/12346_mot.arc; ch/12346_vfx.arc,table_body.etb
TRYAGE GUNDAM,12363,12363,head; body; arms; legs; backpack,10,ch/12363.arc,yes,ch/12363.arc; ch/12363_mot.arc; ch/12363_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
TRYAGE GUNDAM,12363,10837,long_weapon,2,,no,,table_long_weapon.etwl
TRYAGE GUNDAM,12363,11746,short_weapon,2,,no,,table_short_weapon.etws
RX-9/C,12325,12325,head; body; arms; legs; backpack,10,ch/12325.arc,yes,ch/12325.arc; ch/12325_mot.arc; ch/12325_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RX-9/C,12325,10833,long_weapon,2,,no,,table_long_weapon.etwl
RX-9/C,12325,11744,short_weapon,2,,no,,table_short_weapon.etws
RX-9/C,12325,12231,shield,2,,no,,table_shield.ets
<REPT 11>,12339,12339,head; body; arms; legs; backpack,10,ch/12339.arc,yes,ch/12339.arc; ch/12339_mot.arc; ch/12339_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
<REPT 11>,12339,10427,long_weapon,2,,no,,table_long_weapon.etwl
KUMA-F,12360,12360,head; body; arms; legs; backpack,5,ch/12360.arc,yes,ch/12360.arc; ch/12360_mot.arc; ch/12360_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
Gundam Areus,12287,12287,head; body; arms; legs; backpack,5,ch/12287.arc,yes,ch/12287.arc; ch/12287_mot.arc; ch/12287_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
Gundam Areus,12287,10834,long_weapon,1,,no,,table_long_weapon.etwl
Gundam Areus,12287,11745,short_weapon,1,,no,,table_short_weapon.etws
Gundam Areus,12287,12236,shield,1,ch/12236.arc,yes,ch/12236.arc; ch/12236_mot.arc; ch/12236_vfx.arc,table_shield.ets
ASW-G-11,19018,12208,head; body; arms; legs; backpack,5,ch/12208.arc,yes,ch/12208.arc; ch/12208_mot.arc; ch/12208_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XXXG-01D2,19016,10804,head; body; arms; legs; backpack,5,ch/10804.arc,yes,ch/10804.arc; ch/10804_mot.arc; ch/10804_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ASW-G-08,19012,12160,head; body; arms; legs; backpack,5,ch/12160.arc,yes,ch/12160.arc; ch/12160_mot.arc; ch/12160_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
xvm-fzc,19019,12247,head; body; arms; legs; backpack,5,ch/12247.arc,yes,ch/12247.arc; ch/12247_mot.arc; ch/12247_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MS-06R,19015,12104,head; body; arms; legs; backpack,5,ch/12104.arc,yes,ch/12104.arc; ch/12104_mot.arc; ch/12104_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MSN-02,19011,10035,head; body; arms; legs,4,ch/10035.arc,yes,ch/10035.arc; ch/10035_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl
GF13-017NJ,19013,10700,head; body; arms; legs; backpack,5,ch/10700.arc,yes,ch/10700.arc; ch/10700_mot.arc; ch/10700_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X13A,19020,11113,head; body; arms; legs; backpack,5,ch/11113.arc,yes,ch/11113.arc; ch/11113_mot.arc; ch/11113_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-X13A,19020,11002,shield,1,,no,,table_shield.ets
GF13-001NHII,19014,10703,head; body; arms; legs; backpack,5,ch/10703.arc,yes,ch/10703.arc; ch/10703_mot.arc; ch/10703_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
LGZ-91,19017,12002,head; body; arms; legs; backpack,5,ch/12002.arc,yes,ch/12002.arc; ch/12002_mot.arc; ch/12002_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RX-105,12344,12344,head; body; arms; legs; backpack,20,ch/12344.arc,yes,ch/12344.arc; ch/12344_mot.arc; ch/12344_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RX-105,12344,10854,long_weapon,4,,no,,table_long_weapon.etwl
RX-105,12344,11761,short_weapon,2,,no,,table_short_weapon.etws
RX-105,12344,12234,shield,4,,no,,table_shield.ets
EXTREME GUNDAM <FEED>ECLIPSE-F,12394,12394,head; body; arms; legs; backpack,10,ch/12394.arc,yes,ch/12394.arc; ch/12394_mot.arc; ch/12394_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
EXTREME GUNDAM <FEED>ECLIPSE-F,12394,10842,long_weapon,2,,no,,table_long_weapon.etwl
MSZ-008,12370,12370,head; body; arms; legs; backpack,10,ch/12370.arc,yes,ch/12370.arc; ch/12370_mot.arc; ch/12370_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MSZ-008,12370,10848,long_weapon,2,,no,,table_long_weapon.etwl
MSZ-008,12370,11753,short_weapon,2,,no,,table_short_weapon.etws
Gundam Valkyrie,12377,12377,head; body; arms; legs; backpack,5,ch/12377.arc,yes,ch/12377.arc; ch/12377_mot.arc; ch/12377_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
Gundam Valkyrie,12377,10845,long_weapon,1,,no,,table_long_weapon.etwl
Gundam Valkyrie,12377,11750,short_weapon,1,,no,,table_short_weapon.etws
Gundam Valkyrie,12377,12339,shield,1,ch/12339.arc,yes,ch/12339.arc; ch/12339_mot.arc; ch/12339_vfx.arc,table_shield.ets
OZX-GU01A,12392,12413,head; body; arms; legs; backpack,20,ch/12413.arc,yes,ch/12413.arc; ch/12413_mot.arc; ch/12413_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
OZX-GU01A,12392,10856,long_weapon,4,,no,,table_long_weapon.etwl
OZX-GU01A,12392,11766,short_weapon,4,,no,,table_short_weapon.etws
OZX-GU01A,12392,12342,shield,4,ch/12342.arc,yes,ch/12342.arc; ch/12342_mot.arc; ch/12342_vfx.arc,table_shield.ets
XM-X3,12309,12309,head; body; arms; legs; backpack,20,ch/12309.arc,yes,ch/12309.arc; ch/12309_mot.arc; ch/12309_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
XM-X3,12309,10849,long_weapon,4,,no,,table_long_weapon.etwl
XM-X3,12309,11754,short_weapon,4,,no,,table_short_weapon.etws
ZGMF-1001/K,12384,12384,head; body; arms; legs; backpack,10,ch/12384.arc,yes,ch/12384.arc; ch/12384_mot.arc; ch/12384_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
ZGMF-1001/K,12384,10852,long_weapon,2,,no,,table_long_weapon.etwl
ZGMF-1001/K,12384,11757,short_weapon,2,,no,,table_short_weapon.etws
ZGMF-1001/K,12384,11758,short_weapon,2,,no,,table_short_weapon.etws
CAT1-X1/3,12278,12278,head; body; arms; legs; backpack,10,ch/12278.arc,yes,ch/12278.arc; ch/12278_mot.arc; ch/12278_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
CAT1-X1/3,12278,10853,long_weapon,2,,no,,table_long_weapon.etwl
CAT1-X1/3,12278,11759,short_weapon,2,,no,,table_short_weapon.etws
CAT1-X1/3,12278,12341,shield,2,ch/12341.arc,yes,ch/12341.arc; ch/12341_mot.arc; ch/12341_vfx.arc,table_shield.ets
NRX-055,12365,12365,head; body; arms; legs; backpack,10,ch/12365.arc,yes,ch/12365.arc; ch/12365_mot.arc; ch/12365_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
NRX-055,12365,10850,long_weapon,2,,no,,table_long_weapon.etwl
NRX-055,12365,11755,short_weapon,2,,no,,table_short_weapon.etws
NRX-055,12365,11002,shield,2,,no,,table_shield.ets
RGM-237C,12003,12003,head; body; arms; legs; backpack,10,ch/12003.arc,yes,ch/12003.arc; ch/12003_mot.arc; ch/12003_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
RGM-237C,12003,10851,long_weapon,2,,no,,table_long_weapon.etwl
RGM-237C,12003,11756,short_weapon,2,,no,,table_short_weapon.etws
FULL ARMOR <FEED>KNIGHT GUNDAM,33001,33001,head; body; arms; legs; backpack,10,ch/33001.arc,yes,ch/33001.arc; ch/33001_mot.arc; ch/33001_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
FULL ARMOR <FEED>KNIGHT GUNDAM,33001,31101,short_weapon,2,,no,,table_short_weapon.etws
FULL ARMOR <FEED>KNIGHT GUNDAM,33001,32001,shield,2,,no,,table_shield.ets
NIDAIME GUNDAM <FEED>DAISHOGUN,33006,33006,head; body; arms; legs; backpack,10,ch/33006.arc,yes,ch/33006.arc; ch/33006_mot.arc; ch/33006_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
NIDAIME GUNDAM <FEED>DAISHOGUN,33006,10847,long_weapon,2,,no,,table_long_weapon.etwl
NIDAIME GUNDAM <FEED>DAISHOGUN,33006,11752,short_weapon,2,,no,,table_short_weapon.etws
MUSHA GUNDAM <FEED>[SUPER HAGANE],33004,33004,head; body; arms; legs; backpack,10,ch/33004.arc,yes,ch/33004.arc; ch/33004_mot.arc; ch/33004_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
MUSHA GUNDAM <FEED>[SUPER HAGANE],33004,10846,long_weapon,2,,no,,table_long_weapon.etwl
MUSHA GUNDAM <FEED>[SUPER HAGANE],33004,11751,short_weapon,2,,no,,table_short_weapon.etws
JDG-009X[JDG-00X],12357,12357,head; body; arms; legs,8,ch/12357.arc,yes,ch/12357.arc; ch/12357_mot.arc; ch/12357_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl
JDG-009X[JDG-00X],12357,10861,long_weapon,2,,no,,table_long_weapon.etwl
JDG-009X[JDG-00X],12357,11772,short_weapon,2,,no,,table_short_weapon.etws
PF-78-3A,12348,12348,head; body; arms; legs; backpack,10,ch/12348.arc,yes,ch/12348.arc; ch/12348_mot.arc; ch/12348_vfx.arc,table_head.eth; table_body.etb; table_arms.eta; table_leg.etl; table_backpack.etbp
PF-78-3A,12348,10886,long_weapon,2,,no,,table_long_weapon.etwl
PF-78-3A,12348,10887,long_weapon,2,,no,,table_long_weapon.etwl
PF-78-3A,12348,10888,long_weapon,2,,no,,table_long_weapon.etwl
PF-78-3A,12348,10889,long_weapon,2,,no,,table_long_weapon.etwl
PF-78-3A,12348,10890,long_weapon,2,,no,,table_long_weapon.etwl
PF-78-3A,12348,11810,short_weapon,2,,no,,table_short_weapon.etws
PF-78-3A,12348,11811,short_weapon,2,,no,,table_short_weapon.etws
PF-78-3A,12348,12357,shield,2,ch/12357.arc,yes,ch/12357.arc; ch/12357_mot.arc; ch/12357_vfx.arc,table_shield.ets
